index,category,reviews,price,location,country
1681,cultural-sites,2.5,0,MNAC-M. Etnològic,Argentina
1682,home-stay,4.5,0,Botiga Ecologica P,Argentina
1683,home-stay,1.5,0,Centro Privado de Educación Infantil Daina,Argentina
1684,home-stay,3.5,0,Felipe Ayuso Elvira,Argentina
1685,cities,5,0,"Cristóbal de Moura - "" Mercat del Besòs """,Argentina
1686,remote-villages,2.5,0,Centre Veterinari Meridiana,Argentina
1687,lake,5,0,Orellana direcció Vallvidrera,Argentina
1688,honeymoon-destination,4.5,0,Cartagena - Indústria,Argentina
1689,lake,4,0,Clínica Dental Arnabat Artés,Argentina
1690,remote-villages,3,0,Neurologia,Argentina
1691,adventure-sports,4,0,Psicologo - Psicologos - Barcelona,Argentina
1692,scenic-view,2.5,0,Kroma Òptics,Argentina
1693,remote-villages,3,0,Policlínica Dental Guinardo,Argentina
1694,scenic-view,2.5,0,Centro Privado de Enseñanza López Vicuña,Argentina
1695,river-side,3,0,Farmacia Yscla Ferris Muzas Cucalón,Argentina
1696,cities,5,0,Argentina - Av. Gran Via Corts Catalanes,Argentina
1697,adventure-sports,5,0,"Ortopedia + Avis - Barcelona, BCN",Argentina
1698,adventure-sports,3,0,Centro de Rehabilitación Funcional S. A.,Argentina
1699,adventure-sports,4,0,Sardenya - Gran Via,Argentina
1700,river-side,5,0,Travessera de les Corts-Numància,Argentina
1701,cultural-sites,4.5,0,Ballester-Ferran Puig,Argentina
1702,river-side,5,0,Farmacia Boada Solsona,Argentina
1703,lake,5,0,Centre de Psicologia Clínica Provençals,Argentina
1704,beach,2.5,0,Farmacia Amargos Ponti,Argentina
1705,home-stay,3.5,0,Pg Andreu Nin-Rosselló i Porcel,Argentina
1706,mountain-climb,4,0,Escola Pia Sant Antoni,Argentina
1707,hill-station,3,0,Av Tibidabo-Lluís Muntadas,Argentina
1708,remote-villages,2,0,Felip II-Pl del Doctor Modrego,Argentina
1709,home-stay,2,0,Passeig de Valldaura - Passeig de Verdum,Argentina
1710,home-stay,3.5,0,Estel Optica Sl,Argentina
1711,adventure-sports,4,0,Clínica Veterinaria Diagonal,Argentina
1712,river-side,2.5,0,"Av. Diagonal - ""Palau Reial de Pedralbes""",Argentina
1713,adventure-sports,5,0,Hipnosis Clínica Hipnoterapia,Argentina
1714,cultural-sites,4.5,0,Farmacia López Díaz,Argentina
1715,remote-villages,2,0,Farmacia Losa Quintana,Argentina
1716,beach,4.5,0,FARMACIA CLAPES - BILLOCH SCP,Argentina
1717,river-side,4.5,0,CENTRO PODOLÓGICO AVDA. MADRID,Argentina
1718,home-stay,4.5,0,SANITAS SANT ANDREU,Argentina
1719,home-stay,2.5,0,Còrnia i Superfície Ocular,Argentina
1720,river-side,4.5,0,Joaquín Planes Oliveros,Argentina
1721,lake,3,0,Timefreeze,Argentina
1722,cultural-sites,2.5,0,Cristina Martí Costa,Argentina
1723,home-stay,5,0,Nil-Dr Pi i Molist,Argentina
1724,national-parks,3,0,Areté Consulta de Psicología,Argentina
1725,beach,2.5,0,Maria Nuñez Marqueta,Argentina
1726,beach,4.5,0,Barcelona Management Institute,Argentina
1727,river-side,4.5,0,esterEOptics,Argentina
1728,beach,2,0,València - Balmes,Argentina
1729,beach,4.5,0,Clinica Vallcorba,Argentina
1730,beach,2,0,Oficina de Correos,Argentina
1731,hike,5,0,Juan Manuel Hernández Sadurní,Argentina
1732,cultural-sites,3.5,0,Av República Argentina-Pàdua,Argentina
1733,adventure-sports,5,0,Fontcoberta-Pedró de la Creu,Argentina
1734,cultural-sites,2.5,0,Marta Fuste Riba,Argentina
1735,adventure-sports,2,0,Institut Municipal de Mercats de Barcelona,Argentina
1736,hike,5,0,Farmacia Godia Tresanchez,Argentina
1737,adventure-sports,4.5,0,Nova Figura,Argentina
1738,national-parks,3,0,Colegio Público la Sedeta,Argentina
1739,lake,3,0,Passeig de Verdum - Plaça Llucmajor,Argentina
1740,cultural-sites,2,0,França Xica-Concòrdia,Argentina
1741,hill-station,5,0,Colegio Público Pare Poveda,Argentina
1742,river-side,2,0,Prat de la Riba,Argentina
1743,lake,5,0,Iglesia Evangélica de Hermanos,Argentina
1744,honeymoon-destination,3.5,0,Metro Sagrada Família,Argentina
1745,river-side,5,0,Av. Meridiana - Marina,Argentina
1746,home-stay,5,0,CEC psicòlegs,Argentina
1747,national-parks,4.5,0,Centro del Bus,Argentina
1748,lake,3,0,Centre Quiropràctic Revers,Argentina
1749,home-stay,2,0,Pg. de Verdum - Pl. Jardins de l'Alfàbia,Argentina
1750,beach,3,0,FARMACIA NURIA GOMEZ,Argentina
1751,home-stay,3.5,0,Via Barcino-Foradada,Argentina
1752,adventure-sports,4,0,Mandri-Bigai,Argentina
1753,river-side,2,0,Prat de la Riba,Argentina
1754,home-stay,2,0,Parroquia San Sebastián,Argentina
1755,mountain-climb,4,0,Instituto Yoga Dinamico Barcelona,Argentina
1756,river-side,4,0,Parroquia San Luis Gonzaga,Argentina
1757,cultural-sites,4.5,0,Clinica Dental Dr. Miguel Roig Cayón,Argentina
1758,hill-station,1,0,Mab 54 - Masajes y Estetica Teraputica,Argentina
1759,home-stay,4,0,Mina de la Ciutat-Pla de Fornells,Argentina
1760,hike,5,0,Farmacia Montero-González SCP,Argentina
1761,honeymoon-destination,3.5,0,Verdaguer,Argentina
1762,beach,2,0,Antonio Guinot Segui,Argentina
1763,home-stay,1,0,Farmacia Carrió Díaz,Argentina
1764,world-heritage,5,0,Clínica Dental Gal·la Placidia,Argentina
1765,river-side,5,0,Camilo Queralto Ventura,Argentina
1766,mountain-climb,2,0,Barcelona Cathedral,Argentina
1767,hike,5,0,EUROCEP Barcelona,Argentina
1768,adventure-sports,2,0,Elf Porxos Scp,Argentina
1769,river-side,3.5,0,Juan Alemany Bayes,Argentina
1770,hike,5,0,Colegio Público Miquel Bleach,Argentina
1771,hike,3,0,Aparcamientos Garvi,Argentina
1772,remote-villages,3,0,Verge de Montserrat - Gènova,Argentina
1773,river-side,4.5,0,Noves Líneas,Argentina
1774,mountain-climb,5,0,Colegio Público Castellá,Argentina
1775,cities,5,0,Farmacia Aznar Sánchez,Argentina
1776,bike-rides,4.5,0,Bikram Yoga College of India Barcelona,Argentina
1777,mountain-view,5,0,Consulta Doctor Oliveró,Argentina
1778,honeymoon-destination,3.5,0,Farmacia Cava Sánchez,Argentina
1779,river-side,4,0,Escola del Carme,Argentina
1780,cultural-sites,2.5,0,Via Augusta-Príncep d'Astúries,Argentina
1781,cultural-sites,3.5,0,Botiga Esoterica,Argentina
1782,home-stay,2.5,0,Al·lergologia,Argentina
1783,lake,5,0,Rambla de Guipúscoa-Agricultura,Argentina
1784,bike-rides,4,0,Prótesis Oculares Barcelona,Argentina
1785,remote-villages,4.5,0,Jaume Puigvert-Josep Millan Gonzalez,Argentina
1786,cultural-sites,5,0,Pg de Sant Joan-Sant Antoni Maria Claret,Argentina
1787,beach,4.5,0,Centre de Diagnòstic per la Imatge Clínic,Argentina
1788,river-side,4,0,Farmacia Mont Torres,Argentina
1789,home-stay,3,0,Via Favència-Aiguablava,Argentina
1790,beach,2,0,Bosch Dental,Argentina
1791,beach,2.5,0,Opticas Tutusaus SL,Argentina
1792,world-heritage,5,0,Garaje Parking Breton SL,Argentina
1793,honeymoon-destination,5,0,Farmacia Ldos. Garrido y Garrido,Argentina
1794,hike,4,0,Clínica Dental Dr A Ferre,Argentina
1795,home-stay,2.5,0,Urgències,Argentina
1796,cultural-sites,5,0,Jose Mestre SA,Argentina
1797,hill-station,3,0,Ctra de Vallvidrera-St Cugat,Argentina
1798,adventure-sports,3,0,Instituto Oncologico Coracha S.L.,Argentina
1799,base-camp,5,0,Moll de la Fusta,Argentina
1800,cities,2,0,Torras i Bages,Argentina
1801,river-side,5,0,DOCTOR ANGEL VILA LOPEZ,Argentina
1802,national-parks,4.5,0,Av Diagonal-Tuset,Argentina
1803,beach,3,0,Farmacia Girau Bach,Argentina
1804,world-heritage,3,0,Sherry Lupinacci,Argentina
1805,hill-station,5,0,Colegio Público Josep María de Sagarra,Argentina
1806,adventure-sports,4,0,Roger de Flor-Gran Via,Argentina
1807,scenic-view,4,0,Bruc-Provença,Argentina
1808,tour,4,0,Centro Bonanova de Psiquiatría y Psicología,Argentina
1809,river-side,2,0,Centro Privado de Educación Infantil Hamelin,Argentina
1810,tour,4,0,Centre Esportiu Ciutat Meridiana,Argentina
1811,river-side,5,0,Prat de la Riba,Argentina
1812,hill-station,1,0,Pl Alfonso Comín-Av República Argentina,Argentina
1813,hike,5,0,Asociación Para El Cuarto Mundo,Argentina
1814,home-stay,2.5,0,Germanetes de L'Assumpció,Argentina
1815,river-side,4,0,Farmacia Graham Edmund,Argentina
1816,lake,3,0,Clínica Baviera,Argentina
1817,home-stay,2,0,Clínica Dental Marve,Argentina
1818,mountain-view,4,0,Codebi Bcn,Argentina
1819,scenic-view,2.5,0,Leo Zunda dance studio,Argentina
1820,base-camp,5,0,Via Laietana - Edifici Correus,Argentina
1821,hill-station,2,0,Ronda Sant Pere-Girona,Argentina
1822,beach,2.5,0,Clínica Veterinaria Drs. Florit y Casas,Argentina
1823,hike,3,0,Farmacia Francesa de Barcelona,Argentina
1824,tour,2,0,Fundació Albà,Argentina
1825,cultural-sites,3,0,Farmacia Sánchez Fernández,Argentina
1826,beach,4.5,0,Policlínica Dental Mercabarna,Argentina
1827,tour,5,0,Farmacia Oliva Durán,Argentina
1828,scenic-view,3.5,0,Medical Media Training SL,Argentina
1829,home-stay,1.5,0,óptica del Río,Argentina
1830,beach,3,0,Bande à Part Escuela de Cine | Barcelona,Argentina
1831,lake,5,0,Rbla. Guipúscoa - Cantàbria,Argentina
1832,lake,5,0,Mas Sauró-Camí del Pebràs,Argentina
1833,tour,5,0,Farmacia Folch Flórez,Argentina
1834,bike-rides,5,0,Manso-Comte Borrell,Argentina
1835,adventure-sports,4,0,José Antonio Bové Ribas,Argentina
1836,tour,4,0,CEIP Elisenda de Montcada,Argentina
1837,home-stay,5,0,Artesania - Alcàntara,Argentina
1838,beach,4.5,0,Parroquia Sant Joan Evangelista,Argentina
1839,adventure-sports,5,0,Òptima Psicologia,Argentina
1840,river-side,4.5,0,María Teresa Rovira Mas,Argentina
1841,mountain-climb,4,0,Fundación Privada Mambre,Argentina
1842,bike-rides,4,0,Pg de Gràcia-València,Argentina
1843,cultural-sites,4.5,0,SENTIR-SE BÉ,Argentina
1844,honeymoon-destination,5,0,Biblioteca Sagrada Família,Argentina
1845,home-stay,4.5,0,Farmacia Estaun,Argentina
1846,national-parks,4.5,0,Dentzano USA SL,Argentina
1847,home-stay,4.5,0,Escola Bressol El Petit Mon Dels Nen,Argentina
1848,river-side,5,0,Clinica Dental Cotten SLP,Argentina
1849,home-stay,4.5,0,Metales y Automatismos Electrónicos S.L.,Argentina
1850,honeymoon-destination,4.5,0,Parroquia San José Calasanz,Argentina
1851,remote-villages,4.5,0,Carlos Magriña Veciana,Argentina
1852,home-stay,1.5,0,Centro de Diálisis Nephros,Argentina
1853,adventure-sports,3.5,0,Pl Espanya,Argentina
1854,beach,4,0,Farmacia Oriol Valls Planells,Argentina
1855,national-parks,4.5,0,Bea Pérez Psicòloga,Argentina
1856,cultural-sites,5,0,Centre Veterinari Joanic,Argentina
1857,adventure-sports,4,0,ADAS Cavalldemar,Argentina
1858,hike,5,0,Centro de Quiropraxia I Massatje García,Argentina
1859,bike-rides,4,0,Psiquis,Argentina
1860,beach,4.5,0,Javier Martínez Osorio,Argentina
1861,mountain-view,4,0,María Teresa González Rodríguez,Argentina
1862,hike,5,0,Entença - Consell de Cent,Argentina
1863,world-heritage,4,0,Pg Marítim,Argentina
1864,scenic-view,4,0,José María Palomares Ajo,Argentina
1865,beach,3.5,0,Farmacia Hormigos Perez,Argentina
1866,beach,3.5,0,Constitució-Jocs Florals,Argentina
1867,home-stay,3.5,0,Ortopedia Andorra,Argentina
1868,bike-rides,4,0,Available priest,Argentina
1869,mountain-view,4,0,Farmacia Soler Vilaret,Argentina
1870,beach,2.5,0,óptica 2000 El Corte Inglés Francesc Maciá,Argentina
1871,home-stay,1.5,0,Farmacia de la Iglesia Perelló,Argentina
1872,lake,5,0,Camí del Mas Guimbau,Argentina
1873,beach,4,0,Jorge Pedrol Carbonell,Argentina
1874,adventure-sports,5,0,Farmacia Alabarder Anglí,Argentina
1875,lake,3,0,Sant Martí de Provençals,Argentina
1876,hike,2,0,Institut Ret,Argentina
1877,cities,4.5,0,Farmacia Todo López,Argentina
1878,river-side,2.5,0,Testigos Cristianos de Jehova,Argentina
1879,home-stay,1.5,0,Farmacia Gayá Cantallops,Argentina
1880,beach,4.5,0,Impsa P,Argentina
1881,cities,5,0,Oficina de Correos,Argentina
1882,world-heritage,5,0,Psico Emo,Argentina
1883,adventure-sports,5,0,Silvana Calcagno Nieto,Argentina
1884,cities,4.5,0,FARMÀCIA GRIMAU GUARDIOLA,Argentina
1885,bike-rides,3,0,Centro Casanovas,Argentina
1886,world-heritage,5,0,Akyldiz Kardepler S.L.,Argentina
1887,cultural-sites,3.5,0,Acrudor,Argentina
1888,hike,5,0,Agora - Llar d' Infants,Argentina
1889,home-stay,4.5,0,Óptica MasVisión Potosí,Argentina
1890,world-heritage,4,0,Calaf Visio,Argentina
1891,home-stay,2,0,Avinguda Meridiana - Rio de Janeiro,Argentina
1892,adventure-sports,4.5,0,KUMON Sagrera (Sant Andreu),Argentina
1893,beach,4.5,0,Farmacia Bellmunt Fernández,Argentina
1894,river-side,4,0,Colegio Público N II de Practiques,Argentina
1895,rivers,4,0,Basilica of Santa Maria del Mar,Argentina
1896,bike-rides,4,0,Homeopata Psicologa Barcelona Laura Esquis,Argentina
1897,tour,3,0,CreixambTraça,Argentina
1898,mountain-climb,2.5,0,Farmacia Carreras Ginjaume,Argentina
1899,hill-station,2,0,Centro ABB Barcelona,Argentina
1900,remote-villages,5,0,Farmacia Uriguera Hernández,Argentina
1901,home-stay,1.5,0,Farmacia Garrabe Canet,Argentina
1902,hill-station,4,0,ITES IMATGE I SO,Argentina
1903,cultural-sites,3,0,Cursos FP,Argentina
1904,world-heritage,3,0,Farmacia Pie Escorihuela,Argentina
1905,adventure-sports,2,0,Vicente Gimeno Carrillo,Argentina
1906,hill-station,3,0,Cànoves-Sant Genís,Argentina
1907,bike-rides,3.5,0,Dale Carnegie Spain,Argentina
1908,cultural-sites,4.5,0,Sostres-Baixada de la Glòria,Argentina
1909,river-side,4.5,0,Quadreny Y Pax SA,Argentina
1910,bike-rides,3,0,Así se Baila,Argentina
1911,tour,2,0,Aiguablava - Tamariu,Argentina
1912,lake,3,0,Tráfico Centro Médico,Argentina
1913,hill-station,5,0,Josep M Jujol-Vallpar,Argentina
1914,river-side,3,0,María del Carmen Monasterio Seivane,Argentina
1915,remote-villages,5,0,"Adults, Individual i parella",Argentina
1916,adventure-sports,4.5,0,Farmacia La Sagrera 146,Argentina
1917,cultural-sites,3,0,Farmacia Borrás Marquet,Argentina
1918,hill-station,5,0,Farmacia de la Cuadra,Argentina
1919,cultural-sites,2.5,0,Think. espai de psicologia,Argentina
1920,remote-villages,5,0,Fastenrath-L'Hortal,Argentina
1921,hike,2,0,Doctor Angel Ezcurra Arbulú,Argentina
1922,home-stay,5,0,Iglesia Cristiana Evangélica de Avivamiento,Argentina
1923,world-heritage,2,0,Duchamp Cebolla M C,Argentina
1924,bike-rides,4.5,0,María Paloma Azpilicueta Aguilar,Argentina
1925,home-stay,2,0,Via Júlia-Mas Duran,Argentina
1926,home-stay,4,0,Artesania - Alonso Cano,Argentina
1927,remote-villages,5,0,Saba,Argentina
1928,lake,3,0,Centro Médico Teknon,Argentina
1929,remote-villages,2,0,"Farmacia Blanc,S.C.P",Argentina
1930,tour,4,0,Les Agudes 31,Argentina
1931,cultural-sites,3,0,Farmacia Alfonso Segu,Argentina
1932,remote-villages,2,0,ESTÈTICA OLESA,Argentina
1933,home-stay,1.5,0,Pneumologia,Argentina
1934,cultural-sites,4.5,0,Psicologos Barcelona Mensalus,Argentina
1935,river-side,5,0,Av Joan XXIII-Pl Pius XII,Argentina
1936,river-side,4,0,Oficina de Correos,Argentina
1937,beach,4.5,0,Asensio Pascual. M.C.,Argentina
1938,lake,4,0,Farmacia - Ortopedia Prim,Argentina
1939,honeymoon-destination,5,0,Estudi de dansa Aimar,Argentina
1940,cities,4,0,Estació del Nord,Argentina
1941,world-heritage,3,0,Balmesvet Clínica Veterinaria,Argentina
1942,remote-villages,3,0,Pl de la Font Castellana,Argentina
1943,world-heritage,3,0,Manuel Dicenta Sousa,Argentina
1944,adventure-sports,5,0,Enfermeras a domicilio IMES,Argentina
1945,cities,5,0,Caipa Grup,Argentina
1946,river-side,4,0,Pere IV - Selva de Mar,Argentina
1947,home-stay,4.5,0,Veterinario A Domicilio,Argentina
1948,honeymoon-destination,5,0,Oddo Profesionalss Per la Salud S.C,Argentina
1949,cultural-sites,5,0,Secretari Coloma-Providència,Argentina
1950,home-stay,3.5,0,Dra. Cristina Zemba,Argentina
1951,lake,3,0,Clínica Veterinaria Poble Nou,Argentina
1952,river-side,5,0,Gran Via Carles III-Europa,Argentina
1953,mountain-view,2,0,Centre D' Acollida Assis,Argentina
1954,river-side,5,0,Diago Distribuciones Opticas SL,Argentina
1955,trek,3,0,Inefc Barcelona,Argentina
1956,home-stay,2.5,0,Pg Guayaquil-Arbeca,Argentina
1957,home-stay,3,0,Farmacia Griera Farrés,Argentina
1958,beach,5,0,Farmacia Escudero Garcia,Argentina
1959,river-side,3,0,Josep Pla-Pg del Taulat,Argentina
1960,remote-villages,2.5,0,Montserrat de Casanovas-Parc del Guinardó,Argentina
1961,home-stay,2.5,0,Sant Adrià-Josep Soldevila,Argentina
1962,hill-station,3,0,Costa Pacheco 21,Argentina
1963,river-side,4,0,HCG ESTÉTICA - CENTRO MEDICO ESTÉTICO,Argentina
1964,lake,3,0,Pl de Can Fabra,Argentina
1965,home-stay,4.5,0,Fundació Eulalia Torras de Bea,Argentina
1966,river-side,4.5,0,Ortopedia More SL,Argentina
1967,river-side,2.5,0,L'Òptica Universitària,Argentina
1968,honeymoon-destination,3,0,Opos Institut,Argentina
1969,cultural-sites,3.5,0,Ernesto Mallat Desplats,Argentina
1970,honeymoon-destination,3.5,0,"Pl. de les Glòries - "" Encants Vells """,Argentina
1971,cultural-sites,4.5,0,Joseph Knobel Freud,Argentina
1972,national-parks,3,0,Pg de Gràcia-Av Diagonal,Argentina
1973,cultural-sites,5,0,Farmacia Tintore Blanc,Argentina
1974,remote-villages,2.5,0,Costa i Cuxart-Felip II,Argentina
1975,cultural-sites,4.5,0,Escuela de Qábala GRUPO de estudios EJUD,Argentina
1976,world-heritage,3,0,Muntaner-Travessera de Gràcia,Argentina
1977,lake,5,0,Col·legi Adela de Trenquelleon (Marianistes),Argentina
1978,scenic-view,4,0,José Luis Caballero Pérez,Argentina
1979,remote-villages,2,0,Felip II-Garcilaso,Argentina
1980,home-stay,2,0,Farmacia Roma Farré,Argentina
1981,cities,5,0,Naturhouse González Prada S.C.P,Argentina
1982,adventure-sports,4,0,Av. Diagonal - Padilla,Argentina
1983,mountain-view,4,0,Gestión Empresarial,Argentina
1984,hill-station,3,0,Mont d'Orsà-Romanimar,Argentina
1985,bike-rides,3.5,0,Oficina de Correos,Argentina
1986,world-heritage,5,0,Spaii,Argentina
1987,beach,3.5,0,Farmacia Lantigua Rodríguez,Argentina
1988,world-heritage,3,0,PSICOLOGA BERTA SALINER,Argentina
1989,lake,2,0,Vallcarca,Argentina
1990,world-heritage,5,0,Ae Clínica Dental,Argentina
1991,adventure-sports,4,0,Arcos,Argentina
1992,tour,3,0,Mandri-Artesa de Segre,Argentina
1993,adventure-sports,4,0,ortopedia Lifante,Argentina
1994,home-stay,5,0,Ronda Guineueta Vella-Col·legi Eugeni d'Ors,Argentina
1995,home-stay,3,0,Colegio Público Sant Jordi,Argentina
1996,world-heritage,4,0,Parc de Carles I,Argentina
1997,bike-rides,4,0,Genau Consulting Martínez-Galofre Simal,Argentina
1998,adventure-sports,4.5,0,Parroquia Sant Pacia,Argentina
1999,home-stay,1,0,Briquets - Cantera,Argentina
2000,cities,5,0,Fundació Puigvert,Argentina
2001,lake,4,0,La Salle - URL,Argentina
2002,bike-rides,5,0,Sepúlveda-Rocafort,Argentina
2003,base-camp,4,0,Via Laietana-Correus,Argentina
2004,remote-villages,2.5,0,Av Meridiana-Riera d'Horta,Argentina
2005,bike-rides,3.5,0,Masaje Tantra Barcelona,Argentina
2006,beach,4.5,0,Pg. de la Zona Franca - Foneria,Argentina
2007,hike,3,0,Masaje Tantra Sushumna Barcelona,Argentina
2008,bike-rides,3.5,0,Clínica Dental Alexmerc,Argentina
2009,home-stay,4.5,0,Farmacia Martínez Matas,Argentina
2010,river-side,2.5,0,Optica Alos SL,Argentina
2011,remote-villages,4.5,0,Doctor Bové-Gran Vista,Argentina
2012,remote-villages,2,0,Tot Animals,Argentina
2013,home-stay,2,0,Pg. Valldaura - Pg. Verdum,Argentina
2014,bike-rides,3.5,0,Psicólogo Barcelona,Argentina
2015,tour,2,0,Ronda Guineueta Vella-Barri Canyelles,Argentina
2016,remote-villages,2,0,óptica Escrigas,Argentina
2017,river-side,2.5,0,Optica Oftalmica Poble Nou SL,Argentina
2018,hill-station,3,0,Albert Lamesa Albiol,Argentina
2019,remote-villages,3,0,Cirurgia Vascular,Argentina
2020,adventure-sports,4.5,0,Farmacia Ruiz Sentís,Argentina
2021,remote-villages,2.5,0,Escuela de cine Nou Prodigi,Argentina
2022,beach,2,0,L'Eix Atenció Psicologica,Argentina
2023,national-parks,3,0,Farmacia Bardera Massó Bardera Juncosa.,Argentina
2024,hill-station,3,0,Farmacia Stella Calderon,Argentina
2025,honeymoon-destination,4.5,0,Indústria-Independència,Argentina
2026,lake,4,0,Iglesia Evangélica de Barcelona,Argentina
2027,cultural-sites,5,0,Camèlies - Secretari Coloma,Argentina
2028,cities,5,0,Llull - Rbla. Prim,Argentina
2029,home-stay,2,0,Via Júlia-Via Favència,Argentina
2030,home-stay,1.5,0,Llobregós - Pantà de Tremp,Argentina
2031,home-stay,1.5,0,Diàlisi Peritoneal,Argentina
2032,bike-rides,5,0,Farmacia Vives Ferrer,Argentina
2033,beach,4.5,0,Zona Franca-Mercabarna,Argentina
2034,lake,3.5,0,Esperanza Psicólogos,Argentina
2035,adventure-sports,2,0,Clínica Dental Antonio Fábregas,Argentina
2036,cultural-sites,3,0,Farmacia Jordi Suñer Lefort,Argentina
2037,hill-station,1,0,Ctra de Sant Cugat-Gutemberg,Argentina
2038,river-side,4,0,Xenium Formación,Argentina
2039,beach,3.5,0,Juzgado Penal Nº 28,Argentina
2040,cities,5,0,Farmacia Guipuzcoa 69 (24h) Sant Marti,Argentina
2041,home-stay,4.5,0,CreCe,Argentina
2042,tour,2,0,Llerona 108,Argentina
2043,beach,2,0,Tabac Stop Center,Argentina
2044,world-heritage,3,0,Muntaner-Madrazo,Argentina
2045,remote-villages,3,0,Admissions Consultes Externes,Argentina
2046,home-stay,4.5,0,Avinguda Meridiana - S'Agaró,Argentina
2047,trek,3,0,Guinardó,Argentina
2048,hill-station,2,0,Associacio d'Amics de la UPC,Argentina
2049,scenic-view,5,0,Jesús Gregorio Iguarbe,Argentina
2050,national-parks,3,0,Padilla-Travessera de Gràcia,Argentina
2051,beach,4.5,0,Tot Cat SLP,Argentina
2052,world-heritage,3,0,Institut Municipal de Mercats de Barcelona,Argentina
2053,home-stay,5,0,Farmacia Andrés Carbó,Argentina
2054,beach,2.5,0,Didizabàs,Argentina
2055,cities,3,0,Sae Institute Barcelona,Argentina
2056,hill-station,4,0,Mundo Pie,Argentina
2057,tour,4,0,Mercat Mare de Déu de Núria,Argentina
2058,cities,2,0,Metro Alfons X,Argentina
2059,home-stay,5,0,Nova Clinica Dental Pi I Molist Sl,Argentina
2060,home-stay,1.5,0,Síndromes Mielodisplàstiques (SMD),Argentina
2061,scenic-view,4,0,Ruiz Ortega Ópticos,Argentina
2062,scenic-view,3.5,0,Els Altres - Clínica Veterinaria,Argentina
2063,hike,4,0,Farmacia Martí Monsant,Argentina
2064,river-side,3.5,0,Cementiris de Barcelona S.A.,Argentina
2065,adventure-sports,4.5,0,Colegio Público Turó Blau,Argentina
2066,river-side,5,0,Carlos Carceller Cendra,Argentina
2067,beach,4,0,Farmacia Vallverdú Caila,Argentina
2068,beach,4.5,0,Consuelo Monasterio Razumgles,Argentina
2069,river-side,3,0,"Parroquia de San Francisco de Paula,",Argentina
2070,cultural-sites,4.5,0,Mitre - Saragossa,Argentina
2071,adventure-sports,5,0,Institut de Psicología Espasa,Argentina
2072,river-side,4,0,Garatge Arnús,Argentina
2073,beach,2,0,Farmacia Fiol Belart,Argentina
2074,river-side,4.5,0,Naturopatía Rosa García,Argentina
2075,mountain-view,4,0,Escola,Argentina
2076,honeymoon-destination,4.5,0,terapias marzenit,Argentina
2077,beach,4.5,0,Parking Clínico,Argentina
2078,cultural-sites,4.5,0,Sol Picó cia. de danza,Argentina
2079,lake,5,0,Estació de Sants-Viriat,Argentina
2080,world-heritage,4,0,Centro Médico Janos Barcelona,Argentina
2081,home-stay,2.5,0,Líma-Ciutat d' Asunción,Argentina
2082,beach,3,0,Berlín-Josep Tarradellas,Argentina
2083,hike,4,0,Amigos del CRIS Escuela de Buceo Deportivo,Argentina
2084,tour,3,0,Optica Alen. Optica en Barcelona,Argentina
2085,home-stay,2.5,0,Rosa María Abad Heredia,Argentina
2086,hike,2,0,Farmacia Olivé Picart,Argentina
2087,adventure-sports,4,0,"SAMFRA, Assistencia integral per a la salud",Argentina
2088,beach,4.5,0,Associació Yamuna,Argentina
2089,beach,4.5,0,Av. dels Ports d'Europa - Àrtic,Argentina
2090,mountain-climb,5,0,Zenttral,Argentina
2091,cultural-sites,5,0,Farmacia Berasategui Berasategui,Argentina
2092,world-heritage,5,0,Farmacia Ldos. Valentines Gelabert,Argentina
2093,bike-rides,3.5,0,Farmacia Coliseum,Argentina
2094,hill-station,3,0,Carlos,Argentina
2095,honeymoon-destination,4.5,0,Farmacia Maciá Creus,Argentina
2096,scenic-view,3.5,0,Farmacia Sagrada Familia,Argentina
2097,home-stay,2.5,0,Pg Enric Sanchís-Sant Adrià,Argentina
2098,world-heritage,5,0,óptica Barceloneta,Argentina
2099,home-stay,2.5,0,Farmacia Sabate Giró,Argentina
2100,beach,3.5,0,Farmacia Carre Sánchez Albornoz,Argentina
2101,cultural-sites,3,0,Iglesia de la Biblia Abierta,Argentina
2102,honeymoon-destination,4.5,0,Vetplus Clínica Veterinaria,Argentina
2103,hill-station,2,0,Colegio Público Orlandai,Argentina
2104,home-stay,1.5,0,Plàtans-Pl de la Clota,Argentina
2105,home-stay,3.5,0,Farmacia Subietas Mesalles,Argentina
2106,adventure-sports,4.5,0,Marina-Ctra de Ribes,Argentina
2107,home-stay,1.5,0,Pl Eivissa-Horta,Argentina
2108,honeymoon-destination,4.5,0,Virginia León Psicologa,Argentina
2109,cultural-sites,2,0,Av Paral·lel-Carrera,Argentina
2110,beach,4.5,0,Clínica Dental Serrat de la Fuente,Argentina
2111,hill-station,1,0,Pg de la Vall d'Hebron-L'Arrabassada,Argentina
2112,remote-villages,3,0,Indústria-IES Moisès Broggi,Argentina
2113,tour,4,0,Francisco de Paula Salamero Prat,Argentina
2114,bike-rides,3,0,Parking Monterrey SA,Argentina
2115,remote-villages,2,0,Gran Vista-Pl de la Mitja Lluna,Argentina
2116,tour,3,0,raiteri boira,Argentina
2117,hill-station,2,0,Mundocole S.L.U.,Argentina
2118,river-side,4.5,0,Julio Alonso Guillamón,Argentina
2119,cities,4,0,Real Club Nautico Barcelona,Argentina
2120,hill-station,5,0,Farmacia Domínguez García,Argentina
